번호,인허가일자,소재지전체주소,도로명전체주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,영업장주변구분명
1,19911231,서울특별시 동작구 흑석동 163-16 ,서울특별시 동작구 서달로15길 24 (흑석동),정직한김치찌개,한식,196563.622819007    ,445177.914162337    ,한식,주택가주변
2,19911231,서울특별시 종로구 돈의동 123번지 ,서울특별시 종로구 돈화문로5가길 15 (돈의동),전주골갈비,한식,199163.20444984     ,452128.836958606    ,한식,기타
3,19911230,서울특별시 노원구 중계동 512번지 시영2단지상가 지하5호,"서울특별시 노원구 동일로208길 34, 지하5호 (중계동, 시영2단지상가)",대통이네,한식,205805.621561106    ,460041.339536101    ,한식,아파트지역
4,19911230,서울특별시 중구 주교동 66-0번지 ,서울특별시 중구 창경궁로8길 22-4 (주교동),시골집,한식,199864.770855245    ,451810.630237584    ,한식,기타
5,19911228,서울특별시 강남구 역삼동 704-55번지 ,서울특별시 강남구 선릉로93길 34 (역삼동),혜정식당,한식,203990.524103674    ,444721.596056096    ,한식,유흥업소밀집지역
6,19911228,서울특별시 영등포구 양평동1가 1-4번지 ,서울특별시 영등포구 영등포로18길 10 (양평동1가),징기스칸양념치킨,분식,190344.410648217    ,446550.806650833    ,분식,주택가주변
7,19911228,서울특별시 마포구 합정동 395-4번지 1층 ,"서울특별시 마포구 포은로 25 (합정동,1층)",동평원,중국식,191822.889591465    ,449758.966171434    ,중국식,주택가주변
8,19911228,서울특별시 서대문구 창천동 52-65번지 2층 ,"서울특별시 서대문구 연세로7안길 21, 2층 (창천동)",다모토리투,경양식,194236.62077408     ,450637.207091847    ,경양식,학교정화(상대)
9,19911227,서울특별시 송파구 방이동 64-1 지하1층 ,"서울특별시 송파구 오금로11길 14, 지하1층 (방이동)",올리 7080 라이브,경양식,209550.894135301    ,445815.81193271     ,경양식,기타
10,19911227,서울특별시 강서구 화곡동 831-10번지 (지상 2층) ,"서울특별시 강서구 등촌로5길 100 (화곡동,(지상 2층))",청풍,한식,187372.662557273    ,447848.974921577    ,한식,주택가주변
11,19911227,서울특별시 마포구 아현동 326-28번지 ,서울특별시 마포구 신촌로34길 25-4 (아현동),호남식당,한식,195937.548282074    ,450431.765328517    ,한식,기타
12,19911227,서울특별시 종로구 관철동 7-5번지 ,서울특별시 종로구 삼일대로17길 8 (관철동),장수촌 풍천장어,분식,198797.140043517    ,451887.51214766     ,분식,유흥업소밀집지역
13,19911226,서울특별시 강남구 신사동 511-19 ,서울특별시 강남구 도산대로1길 16 (신사동),취향의공간,한식,201704.99454463     ,446163.187114606    ,한식,주택가주변
14,19911226,서울특별시 서초구 서초동 1585-18번지 동정빌딩 105호,"서울특별시 서초구 효령로 259, 105호 (서초동, 동정빌딩)",함경순대,한식,201034.136026022    ,442483.278213495    ,한식,주택가주변
15,19911226,서울특별시 서초구 양재동 327-3번지 ,서울특별시 서초구 동산로 10 (양재동),시크릿,호프/통닭,203552.203018543    ,440775.291119782    ,호프/통닭,기타
16,19911226,서울특별시 서초구 서초동 1451-34번지 ,서울특별시 서초구 반포대로 22 (서초동),선궁,중국식,201055.049081675    ,442298.468220422    ,중국식,주택가주변
17,19911226,서울특별시 서초구 양재동 268-4번지 ,서울특별시 서초구 언남11길 34-14 (양재동),미락,한식,203798.505878475    ,441520.552940109    ,한식,기타
18,19911226,서울특별시 영등포구 대림동 864-8번지 ,서울특별시 영등포구 디지털로61길 1 (대림동),부추순대국,한식,191352.471458193    ,443363.11666066     ,한식,주택가주변
19,19911226,서울특별시 용산구 보광동 263-3번지 (지상1층) ,"서울특별시 용산구 보광로14길 18 (보광동,(지상1층))",죠스식당,경양식,199973.844989392    ,447235.260325313    ,경양식,기타
20,19911226,서울특별시 용산구 용문동 25-14번지 1층 ,"서울특별시 용산구 새창로 122-1, 1층 (용문동)",아라비어펍,분식,196455.391200457    ,448257.172488719    ,분식,기타
21,19911226,서울특별시 중구 을지로6가 18-45번지 ,,헤븐,경양식,,,경양식,기타
22,19911226,서울특별시 종로구 명륜4가 19-1번지 ,서울특별시 종로구 대학로 133-2 (명륜4가),뚜레쥬르,경양식,200061.458443727    ,453422.56799711     ,경양식,기타
23,19911224,서울특별시 동대문구 신설동 98-15번지 1층 ,"서울특별시 동대문구 왕산로2길 19, 1층 (신설동)",참숯불구이,한식,202177.18063447     ,452577.685005126    ,한식,주택가주변
24,19911223,서울특별시 강동구 성내동 413-9번지 ,서울특별시 강동구 풍성로 215 (성내동),참토우,식육(숯불구이),211930.227626187    ,447447.098850166    ,식육(숯불구이),기타
25,19911223,서울특별시 서초구 양재동 68 ,서울특별시 서초구 바우뫼로33길 7-4 (양재동),할매보쌈,한식,203231.170748902    ,441763.231276312    ,한식,주택가주변
26,19911223,서울특별시 관악구 신림동 1669-11번지 지상1층 ,"서울특별시 관악구 조원중앙로 6, 1층 (신림동)",진천칼국수,분식,191494.104541209    ,442029.171025043    ,분식,주택가주변
27,19911223,"서울특별시 구로구 구로동 604-1 구로공구상가 C-11,12 ",,남정,한식,189277.761702183    ,444671.551731639    ,한식,기타
28,19911223,"서울특별시 강서구 등촌동 648-11 지상 2층, 201~202호 ","서울특별시 강서구 공항대로59가길 10, 2층 201~202호 (등촌동)",정일품삼계탕,한식,187938.049710623    ,449973.422668778    ,한식,기타
29,19911221,서울특별시 영등포구 당산동6가 216-2번지 지하1층 ,"서울특별시 영등포구 양평로 14 (당산동6가, 지하1층)",알천세뚜리,한식,191506.800355198    ,447839.86919079     ,한식,주택가주변
30,19911221,서울특별시 영등포구 신길동 215-3번지 1층 ,"서울특별시 영등포구 신길로 200-20 (신길동, 1층)",뚱보네홍어,한식,192109.287963674    ,445373.190435797    ,한식,기타
31,19911221,서울특별시 금천구 시흥동 940-33 지상1층 ,"서울특별시 금천구 시흥대로30길 15 (시흥동,지상1층)",뚝배기손칼국수보리밥,한식,191474.303202102    ,437876.966841719    ,한식,기타
32,19911221,서울특별시 서대문구 홍은동 401-43번지 1층 ,서울특별시 서대문구 명지대길 14 (홍은동),더후라이팬,분식,193313.795749831    ,453189.615493249    ,분식,기타
33,19911220,서울특별시 강남구 신사동 515-6번지 ,서울특별시 강남구 도산대로11길 15 (신사동),삼삼이네,한식,201908.485426564    ,446248.296497573    ,한식,주택가주변
34,19911220,서울특별시 강남구 논현동 198-6 ,서울특별시 강남구 강남대로114길 14 (논현동),마요네즈 신논현점,한식,202178.398587887    ,444844.07101058     ,한식,기타
35,19911220,서울특별시 양천구 신월동 234-21 ,"서울특별시 양천구 곰달래로14길 22, 1층 (신월동)",먹자골,한식,185653.73302201     ,447339.122447909    ,한식,주택가주변
36,19911220,서울특별시 성북구 석관동 72-2 ,서울특별시 성북구 한천로 546 (석관동),만나식당,한식,205644.554038608    ,456295.400036983    ,한식,주택가주변
37,19911220,서울특별시 중구 명동2가 2-9 ,"서울특별시 중구 명동10길 19-21, 1층 (명동2가)",투뿔한우 우미옥,한식,198672.91421965     ,451225.284779775    ,한식,유흥업소밀집지역
38,19911220,서울특별시 종로구 견지동 110-13번지 지층동 ,,명동 칼국수,분식,,,분식,기타
39,19911219,서울특별시 강남구 대치동 1023-8번지 지상1층 ,"서울특별시 강남구 도곡로 436 (대치동,지상1층)",영양센타대치점,한식,205073.289230173    ,443944.498577014    ,한식,주택가주변
40,19911219,서울특별시 서대문구 홍은동 274-58 (지상1층) ,"서울특별시 서대문구 모래내로 342 (홍은동,(지상1층))",신동철,한식,194159.233125136    ,453130.069501335    ,한식,기타
41,19911219,서울특별시 동대문구 전농동 597-27번지 (망우로28) ,"서울특별시 동대문구 왕산로 234 (전농동,(망우로28))",진주통닭,통닭(치킨),204189.945008883    ,453321.648864172    ,통닭(치킨),기타
42,19911219,서울특별시 중구 장충동2가 161-3번지 ,서울특별시 중구 퇴계로52길 22 (장충동2가),장춘본가 순대국,한식,200271.047092389    ,451119.371129402    ,한식,주택가주변
43,19911218,서울특별시 서대문구 창천동 52-75번지 ,서울특별시 서대문구 연세로7안길 29 (창천동),송아저씨빈대떡,분식,194204.33728619     ,450642.757588729    ,분식,주택가주변
44,19911218,서울특별시 성북구 정릉동 16-204번지 ,서울특별시 성북구 정릉로38다길 4 (정릉동),로터리감자국,탕류(보신용),201564.535977005    ,455490.945244737    ,탕류(보신용),주택가주변
45,19911218,서울특별시 중랑구 묵동 249-111번지 ,서울특별시 중랑구 중랑역로 145 (묵동),쉘부루라이브7090,라이브카페,206692.494042396    ,456011.179136826    ,라이브카페,기타
46,19911218,서울특별시 성동구 성수동1가 13-78번지 ,서울특별시 성동구 상원10나길 23 (성수동1가),비비큐(B.B.Q)치킨,통닭(치킨),204191.544617866    ,449779.112005519    ,통닭(치킨),기타
47,19911218,서울특별시 중구 황학동 1685 ,"서울특별시 중구 난계로 201, 1층 (황학동)",원할머니보쌈.족발 본점,한식,201979.330413959    ,451927.279322282    ,한식,주택가주변
48,19911217,서울특별시 강남구 대치동 906-21번지 ,서울특별시 강남구 역삼로 421 (대치동),두꺼비,한식,204622.377967139    ,444367.956255879    ,한식,기타
49,19911217,서울특별시 양천구 신월동 20-29번지 ,서울특별시 양천구 월정로46길 11 (신월동),하림멕시칸,통닭(치킨),185188.009476721    ,448758.095211183    ,통닭(치킨),주택가주변
50,19911217,서울특별시 양천구 신정동 888-36 ,"서울특별시 양천구 신정중앙로 99, 1층 (신정동)",다래간주,한식,187813.409124106    ,447152.313696555    ,한식,기타
51,19911217,서울특별시 마포구 신수동 388-2번지 지1층 ,서울특별시 마포구 토정로 214 (신수동),정담,분식,194147.671365798    ,449179.20361373     ,분식,기타
52,19911216,서울특별시 강남구 삼성동 116-34번지 ,"서울특별시 강남구 봉은사로74길 18, 1층 (삼성동)",초가집,한식,204516.842188483    ,445460.1730379      ,한식,기타
53,19911216,서울특별시 강남구 역삼동 645-18번지 ,서울특별시 강남구 테헤란로19길 14 (역삼동),이소,한식,202903.302535194    ,444318.666041118    ,한식,기타
54,19911216,서울특별시 서초구 서초동 1696-5 ,서울특별시 서초구 서초대로55길 11 (서초동),명동곰돌이,분식,201291.973445483    ,443716.106957532    ,분식,아파트지역
55,19911216,서울특별시 서대문구 창천동 33-43 ,"서울특별시 서대문구 연세로 23, 지상2층 (창천동)",설빙 신촌점,한식,194334.982564961    ,450613.224019691    ,한식,유흥업소밀집지역
56,19911216,서울특별시 서대문구 홍제동 107-2번지 ,서울특별시 서대문구 통일로34길 15 (홍제동),비어로존,한식,195413.838784804    ,453711.374860446    ,한식,주택가주변
57,19911216,서울특별시 동대문구 장안동 377-5번지 (장일중앙길 39) ,"서울특별시 동대문구 한천로14길 69 (장안동,(장일중앙길 39))",제주흑돼지알토란쌈밥,한식,205810.476856986    ,451598.314462124    ,한식,주택가주변
58,19911216,서울특별시 용산구 한강로3가 16-49번지 (지하1층) ,"서울특별시 용산구 청파로 40 (한강로3가,(지하1층))",청송,일식,196060.559012563    ,447732.807254308    ,일식,기타
59,19911216,서울특별시 용산구 한강로3가 30-0 (지상1층) ,"서울특별시 용산구 이촌로 9 (한강로3가,(지상1층))",서강껍데기,정종/대포집/소주방,195940.379990325    ,447615.478870453    ,정종/대포집/소주방,기타
60,19911216,서울특별시 종로구 계동 140-41번지 지하동 ,"서울특별시 종로구 계동길 50, 지하동 (계동)",의정부부대고기,한식,198768.345806315    ,453022.506181486    ,한식,기타
61,19911214,서울특별시 은평구 신사동 9-17 1층 ,"서울특별시 은평구 갈현로 39, 1층 (신사동)",골드식당 응암점,한식,191990.400785052    ,455443.231512826    ,한식,주택가주변
62,19911214,서울특별시 노원구 중계동 512번지 지하1호,"서울특별시 노원구 동일로208길 34, 지하1호 (중계동)",락궁,중국식,205805.621561106    ,460041.339536101    ,중국식,아파트지역
63,19911213,서울특별시 중랑구 망우동 509-4번지 ,서울특별시 중랑구 봉우재로57길 60 (망우동),망우동황금족발,한식,208305.882187777    ,455000.954198597    ,한식,주택가주변
64,19911212,서울특별시 강남구 역삼동 832-32번지 ,서울특별시 강남구 강남대로66길 11 (역삼동),영동소금구이,한식,202748.135353701    ,443320.083091496    ,한식,기타
65,19911212,서울특별시 구로구 구로동 1124-11 2층 ,"서울특별시 구로구 디지털로32길 97-15 (구로동, 2층)",아건(AANGAN) 2,통닭(치킨),191162.946632749    ,442383.965988882    ,통닭(치킨),기타
66,19911212,서울특별시 양천구 목동 513-21 2층 ,"서울특별시 양천구 목동중앙북로 85, 2층 (목동)",나영,한식,188688.452268514    ,449367.593557586    ,한식,주택가주변
67,19911212,서울특별시 강북구 수유동 279-20번지 ,서울특별시 강북구 4.19로 4 (수유동),또래오래 수유점,통닭(치킨),201142.379009615    ,460662.083253733    ,통닭(치킨),주택가주변
68,19911211,서울특별시 구로구 구로동 808-43번지 1층 ,"서울특별시 구로구 구로동로 73, 1층 (구로동)",연변순대집,호프/통닭,189819.71673777     ,442574.131612979    ,호프/통닭,주택가주변
69,19911211,서울특별시 강서구 화곡동 908-1번지 (지상 1층) ,"서울특별시 강서구 강서로5나길 9, 1층 (화곡동, 1동)",크라운호프,한식,186475.806328845    ,447365.949089839    ,한식,기타
70,19911211,서울특별시 중구 예관동 206-26번지 ,,호남식당,한식,,,한식,기타
71,19911210,서울특별시 송파구 삼전동 167-17번지 ,서울특별시 송파구 백제고분로32길 28 (삼전동),처갓집양념치킨 삼전점,분식,208304.726209181    ,444205.407515083    ,분식,주택가주변
72,19911210,서울특별시 강남구 논현동 142-9번지 ,서울특별시 강남구 학동로2길 20 (논현동),토영자갈치곰장어,한식,201928.52231281     ,445317.096207074    ,한식,기타
73,19911210,서울특별시 동작구 흑석동 195-19 ,서울특별시 동작구 흑석로 79 (흑석동),써브웨이중앙대점,분식,196252.890017558    ,444982.163446551    ,분식,학교정화(상대)
74,19911209,서울특별시 강서구 화곡동 1114-7 (지상 1층) ,"서울특별시 강서구 까치산로 183, 1층 (화곡동)",푸주도가니,한식,186995.124662229    ,450160.486994014    ,한식,주택가주변
75,19911209,서울특별시 광진구 자양동 637번지 ,서울특별시 광진구 뚝섬로52길 13 (자양동),마초떡볶이앤펍(PUB),호프/통닭,206953.081816657    ,447676.267046039    ,호프/통닭,주택가주변
76,19911207,서울특별시 성동구 옥수동 298번지 ,서울특별시 성동구 한림말1길 15-2 (옥수동),동보성,한식,201359.174155154    ,448941.509587276    ,한식,주택가주변
77,19911206,"서울특별시 서초구 서초동 1444-20 102,202호 ","서울특별시 서초구 서초중앙로2길 37, 102,202호 (서초동)",만리향,중국식,201644.740351725    ,442443.565032028    ,중국식,주택가주변
78,19911206,서울특별시 노원구 공릉동 388-5번지 ,"서울특별시 노원구 동일로192길 41, 1층 (공릉동)",참맛감자탕,한식,206558.80326837     ,458263.92903533     ,한식,주택가주변
79,19911206,서울특별시 중구 남산동3가 19-1번지 ,,일미식당,한식,198792.818582421    ,450900.942253577    ,한식,기타
80,19911206,서울특별시 종로구 관철동 19-11번지 ,서울특별시 종로구 우정국로2길 42 (관철동),오딧세이투,분식,198640.02434589     ,451907.062483683    ,분식,유흥업소밀집지역
81,19911205,서울특별시 영등포구 대림동 783-15 ,서울특별시 영등포구 도신로4길 13 (대림동),우리동네포차,분식,190739.80047964     ,444469.07267787     ,분식,주택가주변
82,19911205,서울특별시 중구 광희동1가 142-0 ,서울특별시 중구 을지로44길 10 (광희동1가),진원조닭한마리,한식,200498.497456559    ,451494.706799835    ,한식,기타
83,19911205,서울특별시 중구 황학동 706-2번지 ,서울특별시 중구 퇴계로 439-4 (황학동),산전,일식,201775.039015385    ,451516.771445834    ,일식,기타
84,19911204,서울특별시 송파구 방이동 112-16번지 ,서울특별시 송파구 오금로19길 10-1 (방이동),윤가네,한식,209998.523181194    ,445391.430471182    ,한식,주택가주변
85,19911204,서울특별시 송파구 오금동 17-13번지 지상1층 ,"서울특별시 송파구 위례성대로20길 28, 지상1층 (오금동)",맛닭꼬 오금점,정종/대포집/소주방,211169.335727186    ,445207.639442405    ,정종/대포집/소주방,주택가주변
86,19911204,서울특별시 송파구 잠실동 101-1번지 우성상가 지상2층 25호 ,"서울특별시 송파구 올림픽로4길 40, 지상2층 25호 (잠실동, 우성상가)",대맥,한식,206397.34797252     ,444963.233863255    ,한식,학교정화(상대)
87,19911204,서울특별시 송파구 잠실동 206-20 ,"서울특별시 송파구 백제고분로9길 50, 1층 (잠실동)",꽃이피다,한식,207400.014708746    ,445301.976800452    ,한식,주택가주변
88,19911204,서울특별시 마포구 동교동 163-3번지 1.2층 ,"서울특별시 마포구 어울마당로 115 (동교동,1.2층)",뜻밖에 양꼬치,분식,193128.141169629    ,450318.650102872    ,분식,기타
89,19911204,서울특별시 동대문구 회기동 42-53 1층 ,"서울특별시 동대문구 경희대로3길 13, 1층 (회기동)",라황상,한식,204493.045742429    ,454482.503205592    ,한식,주택가주변
90,19911204,서울특별시 종로구 원남동 248번지 ,서울특별시 종로구 창경궁로 139 (원남동),원남족발막국수,한식,199686.812431867    ,452508.3724646      ,한식,기타
91,19911204,서울특별시 종로구 명륜1가 31-23번지 ,서울특별시 종로구 혜화로 45-5 (명륜1가),명륜손칼국수,한식,199832.361271814    ,454124.470477345    ,한식,기타
92,19911203,서울특별시 은평구 대조동 25-8번지 ,서울특별시 은평구 불광로 3 (대조동),소문난순대,한식,193476.992503331    ,456333.611628325    ,한식,주택가주변
93,19911203,서울특별시 중랑구 묵동 169-20번지 ,서울특별시 중랑구 중랑역로50길 4 (묵동),항아리 김치찌개,한식,206733.265971102    ,457021.57536426     ,한식,주택가주변
94,19911203,서울특별시 종로구 청진동 62-2번지 ,서울특별시 종로구 종로7길 29-4 (청진동),베버리지랩,한식,198310.788196643    ,452165.849937415    ,한식,기타
95,19911202,서울특별시 영등포구 신길동 325-96 ,"서울특별시 영등포구 가마산로61길 3-1, 신길동 (신길동)",페리카나치킨,한식,191546.858335557    ,444825.091609602    ,한식,주택가주변
96,19911202,서울특별시 마포구 서교동 326-11번지 ,"서울특별시 마포구 와우산로33길 4, 1층 (서교동)",등마을식당,한식,193757.036375576    ,450335.870559972    ,한식,기타
97,19911202,서울특별시 은평구 녹번동 190번지 ,서울특별시 은평구 은평로 187-5 (녹번동),녹번식당,한식,193632.080222845    ,455541.195634883    ,한식,주택가주변
98,19911201,서울특별시 도봉구 도봉동 281-15번지 ,서울특별시 도봉구 도봉산4길 6 (도봉동),남도생선구이,한식,203673.910899344    ,465028.823615419    ,한식,주택가주변
99,19911130,서울특별시 서초구 잠원동 58-24번지 4층 ,,양자강,중국식,201104.26895551     ,445266.678558749    ,중국식,주택가주변
100,19911130,서울특별시 동작구 노량진동 240-25 ,서울특별시 동작구 장승배기로27길 7 (노량진동),큰손 갈비,식육(숯불구이),194588.496751334    ,445500.274662211    ,식육(숯불구이),주택가주변
101,19911130,서울특별시 마포구 노고산동 54-10번지 ,서울특별시 마포구 신촌로12가길 30-4 (노고산동),풍년식당,한식,194112.661133146    ,450338.582908112    ,한식,주택가주변
102,19911130,서울특별시 노원구 상계동 735-6번지 지상2층 ,"서울특별시 노원구 동일로217가길 23, 지상2층 (상계동)",동해식당,한식,205141.972066263    ,461212.530767977    ,한식,아파트지역
103,19911129,서울특별시 마포구 성산동 292-2 ,"서울특별시 마포구 성미산로 4, 1층 (성산동)",명륜진사갈비 마포성산점,한식,191883.850603457    ,450637.19614255     ,한식,주택가주변
104,19911129,"서울특별시 노원구 월계동 13 월계미륭아파트,월계삼호아파트 나동 103호","서울특별시 노원구 마들로 111, 나동 104호 (월계동, 월계미륭아파트,월계삼호아파트)",호식이두마리치킨(월계2호점),통닭(치킨),205705.336876035    ,458028.977530331    ,통닭(치킨),주택가주변
105,19911129,서울특별시 중구 순화동 1-66번지 ,,진양,한식,,,한식,기타
106,19911129,서울특별시 중구 북창동 94-0번지 ,,미가도시락,한식,,,한식,기타
107,19911129,서울특별시 중구 남대문로3가 94-0번지 ,서울특별시 중구 남대문로 25-4 (남대문로3가),맘마킹 도시락,분식,198037.338494145    ,451010.546629515    ,분식,기타
108,19911129,서울특별시 종로구 체부동 20-0번지 ,서울특별시 종로구 자하문로7길 15 (체부동),거구,한식,197348.054135468    ,452906.72919169     ,한식,기타
109,19911128,서울특별시 강남구 역삼동 696-40번지 ,서울특별시 강남구 선릉로 519 (역삼동),매드후라이치킨,분식,204177.159918122    ,444853.134892354    ,분식,기타
110,19911128,서울특별시 구로구 고척동 76-153 ,서울특별시 구로구 중앙로6길 50 (고척동),전주식당,한식,188132.565624313    ,444217.948267109    ,한식,주택가주변
111,19911128,서울특별시 마포구 도화동 179-15번지 ,"서울특별시 마포구 새창로2길 15 (도화동, 1층)",소문난쭈꾸미마포본점,한식,195449.981418714    ,448781.713121844    ,한식,기타
112,19911128,서울특별시 광진구 자양동 601-5 ,서울특별시 광진구 자양번영로 28 (자양동),소문난숯불구이,한식,206613.71271563     ,447770.873658945    ,한식,주택가주변
113,19911126,서울특별시 강남구 도곡동 942-8번지 ,서울특별시 강남구 강남대로58길 21 (도곡동),두메,중국식,202919.670726788    ,443058.954648971    ,중국식,기타
114,19911126,서울특별시 도봉구 도봉동 620번지 ,서울특별시 도봉구 시루봉로 306 (도봉동),우리분식,분식,203734.942482687    ,463192.705743225    ,분식,주택가주변
115,19911126,서울특별시 종로구 연지동 174번지 ,"서울특별시 종로구 종로31길 46-1, 1층 101호 (연지동)",실비식당,한식,199843.30610609     ,452284.779063669    ,한식,기타
116,19911125,서울특별시 서초구 반포동 52-1번지 지하1층 ,"서울특별시 서초구 고무래로 26, 지하1층 (반포동)",통속으로,기타,200919.342277511    ,444457.838191581    ,기타,주택가주변
117,19911125,서울특별시 서초구 서초동 1555-1번지 (지하 1층) ,서울특별시 서초구 서초대로46길 15 (서초동),자연 海 선물,한식,200826.853101482    ,443287.189396353    ,한식,주택가주변
118,19911125,"서울특별시 영등포구 여의도동 12-1번지 삼도오피스 지하1층 101호, 102호 ","서울특별시 영등포구 은행로 58 (여의도동, 삼도오피스 지하1층 101호, 102호)",다복집,한식,193289.310384283    ,447527.152620774    ,한식,기타
119,19911125,서울특별시 마포구 도화동 161-1번지 ,서울특별시 마포구 삼개로 28-3 (도화동),호남식당,분식,195252.49591456     ,448395.669410761    ,분식,아파트지역
120,19911125,서울특별시 용산구 원효로2가 93-5번지 (지상1층) ,"서울특별시 용산구 원효로48길 11-3 (원효로2가,(지상1층))",팔도강산,한식,196481.764579342    ,448030.968532677    ,한식,기타
121,19911122,서울특별시 은평구 갈현동 399-17번지 1층 ,"서울특별시 은평구 연서로29길 10-2, 1층 (갈현동)",노랑 통닭,호프/통닭,192773.3904726      ,457425.608238407    ,호프/통닭,주택가주변
122,19911122,서울특별시 노원구 공릉동 661-8번지 ,서울특별시 노원구 동일로174길 44 (공릉동),진국식당,한식,206819.172490318    ,457391.576479447    ,한식,주택가주변
123,19911122,서울특별시 노원구 공릉동 388-6번지 지상1층 ,"서울특별시 노원구 동일로192길 45, 1층 (공릉동)",전봇대연탄막창구이,한식,206571.645          ,458270.63           ,한식,주택가주변
124,19911120,서울특별시 송파구 문정동 59-11번지 ,서울특별시 송파구 송파대로18길 2 (문정동),유화수오리전문점,한식,210889.367141803    ,442530.872722442    ,한식,주택가주변
125,19911120,서울특별시 금천구 시흥동 114-2 지상1층 (발소길 50) ,"서울특별시 금천구 시흥대로63길 33 (시흥동,지상1층 (발소길 50))",토크쇼,호프/통닭,190884.217439451    ,439217.962520273    ,호프/통닭,기타
126,19911120,서울특별시 금천구 독산동 1001-14번지 지상2층 (벚꽃십리길247) ,"서울특별시 금천구 벚꽃로 130 (독산동,지상2층 (벚꽃십리길247))",솥뚜껑위에춤추는삼겹살,한식,190163.871450315    ,440520.443775844    ,한식,기타
127,19911120,"서울특별시 용산구 청파동3가 80-12번지 ,83-3,4,5(지상1층) ","서울특별시 용산구 청파로 249 (청파동3가,,83-3,4,5(지상1층))",조대포,한식,197323.465102255    ,448842.60037502     ,한식,기타
128,19911119,서울특별시 송파구 삼전동 178-12번지 지상1층 ,"서울특별시 송파구 삼학사로11길 13, 지상1층 (삼전동)",한정식,한식,208369.317385841    ,444363.509631674    ,한식,주택가주변
129,19911119,서울특별시 송파구 잠실동 193-6번지 ,서울특별시 송파구 백제고분로7길 14 (잠실동),잠실영양센타,분식,207056.12690541     ,445342.320327097    ,분식,주택가주변
130,19911119,서울특별시 관악구 봉천동 1625-16번지 지상1층 ,"서울특별시 관악구 낙성대로 24, 1층 (봉천동)",산마을생갈비,한식,196283.859976314    ,441576.10146855     ,한식,주택가주변
131,19911119,서울특별시 성북구 종암동 10-243번지 ,서울특별시 성북구 종암로 56 (종암동),영산포식당,한식,203142.117170788    ,454844.447474046    ,한식,주택가주변
132,19911119,서울특별시 동대문구 이문동 288-44 ,"서울특별시 동대문구 이문로28길 13, 1층 (이문동)",외대역전,한식,205287.015970086    ,454810.880720111    ,한식,기타
133,19911118,서울특별시 서초구 서초동 1567-6번지 1층 ,"서울특별시 서초구 서초대로50길 62-5, 1층 (서초동)",지중해포차,한식,201103.310939928    ,443131.829743104    ,한식,주택가주변
134,19911118,서울특별시 금천구 독산동 159-1번지 지상1층 ,"서울특별시 금천구 시흥대로138길 10, 지상1층 (독산동)",라마마,한식,190999.733581081    ,441169.149711408    ,한식,기타
135,19911118,서울특별시 강서구 공항동 45-13 2층 ,"서울특별시 강서구 방화동로 20, 2층 (공항동)",장안삼계탕,한식,183122.933982708    ,451183.391585771    ,한식,주택가주변
136,19911118,서울특별시 강북구 미아동 135-61번지 ,서울특별시 강북구 도봉로24길 7 (미아동),푸른바다 찜&탕 강북점,한식,202533.042905585    ,457471.099874172    ,한식,주택가주변
137,19911118,서울특별시 동대문구 장안동 217-2번지 ,,시골집,한식,,,한식,유흥업소밀집지역
138,19911116,서울특별시 동작구 사당동 88-20번지 ,서울특별시 동작구 동작대로29가길 10 (사당동),탕마루,한식,198293.058198112    ,442916.984741631    ,한식,주택가주변
139,19911116,서울특별시 성동구 하왕십리동 989-15번지 (지상1층) ,"서울특별시 성동구 무학봉15다길 2 (하왕십리동,(지상1층))",왕십리별곡,통닭(치킨),202638.892580772    ,451130.072199569    ,통닭(치킨),주택가주변
140,19911115,서울특별시 강남구 신사동 613-12번지 ,서울특별시 강남구 언주로167길 38 (신사동),충무상회,한식,202591.558455887    ,447154.06639968     ,한식,주택가주변
141,19911115,서울특별시 관악구 남현동 1062-15번지 ,"서울특별시 관악구 남현1길 58, 2층 (남현동)",백스비어 사당역남현점,일식,198209.153690741    ,441502.542951079    ,일식,주택가주변
142,19911115,서울특별시 용산구 원효로2가 61-3번지 (지상1층) ,"서울특별시 용산구 원효로58길 20-1 (원효로2가,(지상1층))",호화반점,중국식,196686.422288474    ,448116.056816673    ,중국식,기타
143,19911114,서울특별시 송파구 가락동 86-16번지 지상1층 ,"서울특별시 송파구 양재대로62길 38, 지상1층 (가락동)",명품가,한식,210527.153084271    ,443830.218521429    ,한식,주택가주변
144,19911114,서울특별시 금천구 독산동 335-14번지 1층 (모아래길107) ,"서울특별시 금천구 가산로3길 113 (독산동,1층 (모아래길107))",홍능숯불갈비,한식,190152.655100819    ,441080.057924044    ,한식,기타
145,19911113,서울특별시 서초구 방배동 450-6 지하 1층 ,"서울특별시 서초구 방배천로4길 18, 지하 1층 (방배동)",작은 음악회 7080,까페,198470.355339974    ,441741.143574788    ,까페,학교정화(상대)
146,19911113,서울특별시 성북구 삼선동2가 16번지 (지하1층) ,"서울특별시 성북구 삼선교로 35-5 (삼선동2가,(지하1층))",보리촌,한식,200788.004453464    ,454016.040816981    ,한식,주택가주변
