번호,인허가일자,소재지전체주소,도로명전체주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,영업장주변구분명
638,19910419,서울특별시 마포구 도화동 25-2 ,"서울특별시 마포구 새창로 13 (도화동, 2층)",지중해참치,일식,195655.031018783    ,448895.308840917    ,일식,기타
639,19910419,서울특별시 노원구 중계동 142-13번지 ,서울특별시 노원구 한글비석로20길 36 (중계동),춘천골 닭갈비,호프/통닭,206483.07747709     ,462035.918011317    ,호프/통닭,주택가주변
640,19910418,서울특별시 영등포구 여의도동 44-34번지 ,서울특별시 영등포구 여의대방로65길 10 (여의도동),조원,일식,193765.78367653     ,446354.054067636    ,일식,기타
641,19910418,서울특별시 광진구 화양동 111-36번지 ,서울특별시 광진구 능동로19길 27 (화양동),옹기종기,한식,206315.071255408    ,449431.053940615    ,한식,주택가주변
642,19910418,서울특별시 광진구 자양동 613-8번지 ,서울특별시 광진구 자양로13나길 37 (자양동),대원,한식,206932.084682042    ,448050.684188975    ,한식,주택가주변
643,19910418,서울특별시 종로구 인의동 38-0번지 ,서울특별시 종로구 종로31길 19 (인의동),소문난분식,분식,199903.450529938    ,452166.781168531    ,분식,기타
644,19910417,서울특별시 송파구 가락동 97-10번지 지상2층 ,"서울특별시 송파구 송파대로30길 7, 지상2층 (가락동)",아라 참치,한식,210391.079798314    ,443601.93671906     ,한식,주택가주변
645,19910417,서울특별시 중구 충무로2가 49-5번지 ,서울특별시 중구 수표로 15 (충무로2가),강가,한식,199061.812185761    ,451145.222278895    ,한식,기타
646,19910416,서울특별시 마포구 아현동 353-37번지 ,서울특별시 마포구 신촌로28가길 5 (아현동),양지식당,호프/통닭,195528.88068769     ,450490.393397154    ,호프/통닭,주택가주변
647,19910416,서울특별시 강북구 미아동 637-182 ,서울특별시 강북구 삼양로 122 (미아동),솔샘포차,까페,201910.979114151    ,456932.136731952    ,까페,주택가주변
648,19910415,서울특별시 강남구 삼성동 165-8번지 ,서울특별시 강남구 봉은사로108길 19 (삼성동),허수아비돈까스,한식,205618.238594386    ,445731.611295055    ,한식,기타
649,19910415,서울특별시 강남구 삼성동 79-0번지 ,서울특별시 강남구 영동대로128길 15 (삼성동),오시오,한식,205202.388240936    ,446416.863470242    ,한식,아파트지역
650,19910415,서울특별시 동대문구 장안동 447-1번지 (장평4길12) ,"서울특별시 동대문구 장한로10길 16 (장안동,(장평4길12))",다사랑마을,호프/통닭,205947.002829047    ,451419.103064622    ,호프/통닭,유흥업소밀집지역
651,19910415,서울특별시 중구 신당동 302-30번지 ,서울특별시 중구 다산로33길 10-18 (신당동),진국설렁탕,한식,201218.963737126    ,451192.581274991    ,한식,기타
652,19910413,서울특별시 구로구 구로동 1125-2 ,서울특별시 구로구 시흥대로 569 (구로동),육쌈냉면,경양식,191229.896362573    ,442414.747844308    ,경양식,기타
653,19910413,서울특별시 구로구 구로동 148-8 ,서울특별시 구로구 도림로 97 (구로동),비어파티,호프/통닭,190538.764840124    ,443227.47143394     ,호프/통닭,기타
654,19910413,서울특별시 강서구 공항동 714-0번지 (지상 1층) ,"서울특별시 강서구 방화대로7나길 52, 1층 (공항동)",피자맨이야,출장조리,183389.604556902    ,450473.417517677    ,출장조리,주택가주변
655,19910413,서울특별시 종로구 명륜3가 136-1번지 ,서울특별시 종로구 성균관로3길 15 (명륜3가),맥주도시,분식,199692.370055737    ,453440.345889286    ,분식,주택가주변
656,19910412,서울특별시 관악구 봉천동 13-44번지 ,서울특별시 관악구 청림길 7-1 (봉천동),민영숙갈비탕,한식,196297.139918162    ,442919.239875095    ,한식,기타
657,19910412,서울특별시 강서구 화곡동 800-3번지 (지상 1층) ,"서울특별시 강서구 곰달래로53길 13, 1층 (화곡동, 4동)",맛있는술상,정종/대포집/소주방,187541.155240954    ,447816.147445198    ,정종/대포집/소주방,주택가주변
658,19910412,서울특별시 중구 북창동 99-1번지 ,서울특별시 중구 남대문로1길 24 (북창동),겨울나그네,경양식,197949.771740334    ,451091.971944491    ,경양식,유흥업소밀집지역
659,19910412,서울특별시 종로구 중학동 110-2 ,서울특별시 종로구 종로1길 57 (중학동),다원,경양식,198073.703825354    ,452570.618218553    ,경양식,기타
660,19910411,서울특별시 종로구 창신동 68-0번지 ,서울특별시 종로구 지봉로7길 21 (창신동),우리집,한식,201262.989673211    ,452560.819890603    ,한식,주택가주변
661,19910410,서울특별시 강동구 길동 458-1 ,서울특별시 강동구 진황도로 106 (길동),강원감자국,한식,212120.39974612     ,448126.582244832    ,한식,유흥업소밀집지역
662,19910410,서울특별시 송파구 가락동 11-11 지상1층 ,"서울특별시 송파구 송이로17길 58-27, 지상1층 (가락동)",the 푸른바다,분식,211132.961623236    ,444354.111607547    ,분식,주택가주변
663,19910410,서울특별시 서초구 서초동 1307-14 1층~4층 ,"서울특별시 서초구 서초대로75길 29, 1층~4층 (서초동)",맛있는 교토,일식,202155.545702883    ,444208.544194567    ,일식,유흥업소밀집지역
664,19910410,서울특별시 강서구 화곡동 24-171번지 외 1필지 (지상 1층) ,"서울특별시 강서구 까치산로 76, 1층 (화곡동, 본동)",일등수산,일식,186446.230941427    ,449244.329133356    ,일식,기타
665,19910410,서울특별시 도봉구 창동 568-2번지 지상1층 ,"서울특별시 도봉구 덕릉로 264, 지상1층 (창동)",장원삼계탕,한식,203495.405796468    ,459820.677286855    ,한식,주택가주변
666,19910409,서울특별시 은평구 대조동 225-3번지 ,서울특별시 은평구 연서로18길 14-1 (대조동),풍년장,중국식,192791.731696799    ,456639.607758107    ,중국식,주택가주변
667,19910409,서울특별시 성북구 보문동4가 116 보문하우스토리 101호,"서울특별시 성북구 고려대로2길 37, 보문하우스토리 101호 (보문동4가)",여수집,한식,201782.547066859    ,453538.128929737    ,한식,주택가주변
668,19910409,서울특별시 종로구 내수동 32-2번지 ,,부성,한식,,,한식,주택가주변
669,19910408,서울특별시 강서구 화곡동 976-9번지 (지상 1층) ,"서울특별시 강서구 까치산로17길 10, 1층 (화곡동, 6동)",준치킨,한식,186609.499328749    ,449561.495424825    ,한식,주택가주변
670,19910408,서울특별시 성동구 마장동 767-42번지 ,서울특별시 성동구 마장로 327 (마장동),군산식당,한식,203918.418452627    ,451739.812477467    ,한식,주택가주변
671,19910406,서울특별시 송파구 방이동 149-9번지 거보산업(주) ,"서울특별시 송파구 백제고분로 490, 거보산업(주) 1층 (방이동)",도미노피자잠실점,경양식,210079.592497353    ,445750.206337916    ,경양식,아파트지역
672,19910406,서울특별시 송파구 석촌동 255-4번지 ,"서울특별시 송파구 가락로 74, 지상1층 7,8호 (석촌동)",금문도,중국식,209167.254169007    ,444200.631777455    ,중국식,주택가주변
673,19910406,"서울특별시 종로구 종로5가 2-1,3 ",,동대문,한식,,,한식,기타
674,19910404,서울특별시 은평구 대조동 220-10번지 지하1층 ,"서울특별시 은평구 연서로 180, 지하1층 (대조동)",칼라커피숍,까페,192703.521506317    ,456949.22017962     ,까페,주택가주변
675,19910404,서울특별시 중랑구 면목동 1097-15번지 ,서울특별시 중랑구 용마산로51길 1 (면목동),용마 닭한마리 매운등갈비찜,한식,207957.490309987    ,452922.55460332     ,한식,주택가주변
676,19910404,서울특별시 종로구 창신동 559-0 ,서울특별시 종로구 종로 297-1 (창신동),커피베이 동대문역점,분식,200885.384519709    ,452183.368513354    ,분식,유흥업소밀집지역
677,19910404,서울특별시 종로구 인의동 29-0번지 지상1층 ,"서울특별시 종로구 종로31길 27-1 (인의동,지상1층)",뒷뜰안에닭한마리,한식,199886.238490726    ,452202.169957494    ,한식,기타
678,19910403,서울특별시 구로구 개봉동 206-2번지 ,서울특별시 구로구 개봉로23가길 26 (개봉동),조은식당,한식,187333.947603342    ,443668.953400108    ,한식,아파트지역
679,19910403,서울특별시 종로구 종로5가 281-10번지 ,,쟁반집,한식,200481.891918348    ,451991.789990364    ,한식,기타
680,19910403,서울특별시 종로구 신영동 131-1번지 ,서울특별시 종로구 세검정로 260 (신영동),세검정,한식,196507.736993109    ,455475.00179306     ,한식,기타
681,19910401,서울특별시 강남구 논현동 199-24번지 ,서울특별시 강남구 봉은사로1길 9 (논현동),서초동연가,한식,202123.870373465    ,444801.36333492     ,한식,유흥업소밀집지역
682,19910401,서울특별시 노원구 월계동 402-7 ,서울특별시 노원구 광운로 39 (월계동),맛불,한식,205129.120699118    ,457638.727453242    ,한식,학교정화(절대)
683,19910330,"서울특별시 서초구 잠원동 27-9번지 지하1층, 지상1층 ","서울특별시 서초구 신반포로47길 82, 지하1층, 지상1층 (잠원동)",생활맥주(잠원점),호프/통닭,201599.499177977    ,445749.564488313    ,호프/통닭,유흥업소밀집지역
684,19910330,서울특별시 관악구 봉천동 1612-3번지 지상1층 ,"서울특별시 관악구 봉천로 522, 1층 (봉천동)",풍천장어,한식,196014.707276999    ,441900.637573866    ,한식,주택가주변
685,19910329,서울특별시 송파구 가락동 190-5번지 ,서울특별시 송파구 오금로46길 44 (가락동),콩마을,한식,211707.920727367    ,443581.408838674    ,한식,주택가주변
686,19910329,서울특별시 송파구 방이동 36-8 ,"서울특별시 송파구 올림픽로32길 13, 2층 (방이동)",역전할머니맥주,한식,209591.910117742    ,445864.5249267      ,한식,유흥업소밀집지역
687,19910329,서울특별시 금천구 독산동 331-43번지 지상1층 ,"서울특별시 금천구 범안로15길 4 (독산동, 지상1층)",팔도생고기,한식,190503.687488419    ,440514.335744224    ,한식,주택가주변
688,19910329,서울특별시 금천구 독산동 301-25번지 ,"서울특별시 금천구 가산로3길 33, 지상1층 (독산동)",신안식당,한식,190523.075281237    ,441103.716340631    ,한식,주택가주변
689,19910329,서울특별시 금천구 시흥동 832-17번지 지상1층 ,"서울특별시 금천구 금하로23길 23, 지상1층 (시흥동)",만복식당,분식,191838.476380966    ,438913.388885493    ,분식,기타
690,19910329,서울특별시 금천구 시흥동 269-2번지 지상1층 (금천로 79-1) ,"서울특별시 금천구 금하로 758 (시흥동,지상1층 (금천로 79-1))",그린식당,한식,192300.520236563    ,438640.315591977    ,한식,기타
691,19910329,서울특별시 마포구 서교동 369-5번지 ,"서울특별시 마포구 잔다리로6길 39, 1층 (서교동)",32 파르페,패스트푸드,192980.814894771    ,450022.720414242    ,패스트푸드,기타
692,19910329,서울특별시 은평구 불광동 105-99 1층 ,"서울특별시 은평구 불광로 209, 1층 (불광동)",배달삼겹 직구삼,기타,193669.246672865    ,458034.551095887    ,기타,
693,19910329,서울특별시 중랑구 상봉동 86-62 ,"서울특별시 중랑구 봉우재로43길 12, 1층 (상봉동)",피자드시우 중랑점,기타,207904.640186878    ,454661.078954358    ,기타,기타
694,19910329,서울특별시 용산구 남영동 40-1번지 (지상1층) ,"서울특별시 용산구 한강대로88길 18 (남영동,(지상1층))",남원원추어탕,한식,197573.753406616    ,449132.34021858     ,한식,기타
695,19910328,서울특별시 구로구 오류동 137-58번지 ,서울특별시 구로구 오류로8길 77 (오류동),하우돈곱창,한식,186166.805176764    ,443427.728115339    ,한식,주택가주변
696,19910328,서울특별시 종로구 필운동 206번지 (지상1층) ,"서울특별시 종로구 사직로 103-19 (필운동,(지상1층))",만가,한식,197308.571875096    ,452678.519807871    ,한식,기타
697,19910328,서울특별시 종로구 원서동 136-6번지 ,서울특별시 종로구 창덕궁1길 22 (원서동),돌담집,일식,198882.787147027    ,453019.957401185    ,일식,기타
698,19910327,서울특별시 강남구 역삼동 830-27번지 지상1층 ,"서울특별시 강남구 역삼로3길 8, 지상1층 (역삼동)",남도애찬,한식,202741.161304151    ,443548.006035327    ,한식,유흥업소밀집지역
699,19910327,서울특별시 동작구 상도동 256-1 ,"서울특별시 동작구 성대로 52, 제지1층 제B08호 (상도동)",두리김밥,한식,194059.153780034    ,444047.302097258    ,한식,주택가주변
700,19910327,서울특별시 광진구 자양동 199번지 ,"서울특별시 광진구 동일로4길 15, 1층 (자양동)",59년왕십리 성수점,한식,205404.642351283    ,448234.402557796    ,한식,주택가주변
701,19910325,서울특별시 동대문구 이문동 264-210번지 ,서울특별시 동대문구 천장산로 31 (이문동),올(all)떡볶이,분식,205023.255818406    ,455159.326791131    ,분식,학교정화(상대)
702,19910325,서울특별시 동대문구 회기동 42-6 1층 ,"서울특별시 동대문구 경희대로3길 6, 1층 (회기동)",거복이 식당,패스트푸드,204536.761928994    ,454499.322277058    ,패스트푸드,주택가주변
703,19910325,서울특별시 성동구 행당동 309-62번지 ,서울특별시 성동구 행당로17길 11 (행당동),꼬랑치킨,호프/통닭,202879.474853192    ,450793.497679071    ,호프/통닭,주택가주변
704,19910325,서울특별시 중구 남창동 168-2번지 ,서울특별시 중구 퇴계로 42-3 (남창동),호프광장,경양식,197969.016898413    ,450611.753906174    ,경양식,기타
705,19910322,서울특별시 강남구 역삼동 823-0번지 ,서울특별시 강남구 테헤란로 124 (역삼동),전주콩나물국밥,한식,202722.53183055     ,444055.07069569     ,한식,유흥업소밀집지역
706,19910322,서울특별시 금천구 시흥동 881-37 지하1층 ,"서울특별시 금천구 시흥대로64길 12 (시흥동, 지하1층)",곱하기떡볶이,한식,191188.28744681     ,439283.423808855    ,한식,기타
707,19910322,서울특별시 마포구 연남동 509-14번지 1층 ,"서울특별시 마포구 연남로 41 (연남동,1층)",페리카나치킨,호프/통닭,192959.92415655     ,451190.312026258    ,호프/통닭,주택가주변
708,19910322,서울특별시 성동구 용답동 4-11번지 ,"서울특별시 성동구 용답중앙15길 18, 2층 (용답동)",일단닭치고뜯어,호프/통닭,204723.902690139    ,451392.228335295    ,호프/통닭,주택가주변
709,19910321,서울특별시 구로구 고척동 250-60 ,서울특별시 구로구 고척로33길 101 (고척동),등대반점,중국식,186402.022651       ,444977.866293583    ,중국식,기타
710,19910321,서울특별시 종로구 인사동 83-0번지 ,,동아리,정종/대포집/소주방,198756.951043       ,452027.354852       ,정종/대포집/소주방,유흥업소밀집지역
711,19910320,서울특별시 강동구 길동 402-10번지 ,서울특별시 강동구 천호대로191길 6 (길동),모아분식,분식,212700.316125213    ,448138.401469213    ,분식,주택가주변
712,19910320,서울특별시 송파구 문정동 43-9번지 (1층) ,"서울특별시 송파구 동남로2길 5-5 (문정동,(1층))",으뜸식당,한식,210771.594357209    ,442962.314332123    ,한식,주택가주변
713,19910320,서울특별시 강남구 일원동 663-8번지 지상1층 ,"서울특별시 강남구 일원로5길 51 (일원동,지상1층)",밤푸스치킨,분식,207385.490516577    ,443342.033909281    ,분식,주택가주변
714,19910320,서울특별시 관악구 봉천동 62-17번지 ,서울특별시 관악구 관악로 208 (봉천동),옥돌집,한식,195921.567888368    ,442346.10015548     ,한식,주택가주변
715,19910320,서울특별시 중랑구 망우동 361-9번지 ,서울특별시 중랑구 용마산로116길 30 (망우동),중국관,중국식,208949.526780831    ,455232.102423305    ,중국식,기타
716,19910319,서울특별시 송파구 신천동 11-9번지 한신코아상가 145 ,"서울특별시 송파구 올림픽로 35-11 (신천동, 판매시설145)",병천가마솥 순대국,일식,209140.885315651    ,446042.592367722    ,일식,아파트지역
717,19910319,서울특별시 서초구 양재동 8-71번지 ,서울특별시 서초구 남부순환로356길 33 (양재동),페리카나,분식,203311.510959821    ,442373.928309843    ,분식,주택가주변
718,19910319,서울특별시 서초구 양재동 351-8 1층 ,"서울특별시 서초구 강남대로4길 7, 1층 (양재동)",선대백암순대,한식,203699.794198699    ,440528.547862574    ,한식,주택가주변
719,19910319,서울특별시 중랑구 면목동 50-46번지 ,서울특별시 중랑구 용마산로 389 (면목동),농부보쌈,한식,208316.458050628    ,453803.556515633    ,한식,주택가주변
720,19910319,서울특별시 종로구 관철동 18-9번지 ,서울특별시 종로구 우정국로2길 31 (관철동),종로유일삼구포차,호프/통닭,198587.499211363    ,451932.224121038    ,호프/통닭,유흥업소밀집지역
721,19910318,서울특별시 동작구 노량진동 210-7 ,"서울특별시 동작구 만양로14길 22-1, 1층 (노량진동)",푸라닭 노량진점,분식,195119.971235084    ,445509.719809342    ,분식,주택가주변
722,19910316,서울특별시 서초구 서초동 1574-7 1층 ,"서울특별시 서초구 반포대로28길 93, 1층 (서초동)",그냥 찌개집,한식,201118.842719966    ,443334.370303665    ,한식,아파트지역
723,19910314,서울특별시 서초구 서초동 1657-9번지 ,서울특별시 서초구 서초대로52길 18 (서초동),백암왕순대,한식,201203.718748455    ,443411.804507791    ,한식,주택가주변
724,19910314,서울특별시 성북구 하월곡동 37-18 ,서울특별시 성북구 월곡로 112 (하월곡동),페리카나치킨,통닭(치킨),203621.643350662    ,455509.862902511    ,통닭(치킨),주택가주변
725,19910313,"서울특별시 영등포구 여의도동 44-21번지 26 중앙빌딩 211, 217 ","서울특별시 영등포구 국제금융로8길 19 (여의도동,26 중앙빌딩 211, 217)",일마지오여의도점,경양식,193678.695372375    ,446510.536954452    ,경양식,기타
726,19910313,서울특별시 마포구 노고산동 49-5번지 1층 ,"서울특별시 마포구 신촌로12가길 35 (노고산동,1층)",돈동삼겹살,한식,194146.375818042    ,450354.941893128    ,한식,주택가주변
727,19910313,서울특별시 동대문구 신설동 96-15번지 (하정로34) ,,놀부통닭,통닭(치킨),,,통닭(치킨),주택가주변
728,19910313,서울특별시 종로구 종로3가 132-1 ,서울특별시 종로구 수표로20길 43 (종로3가),가르텐 비어,호프/통닭,199217.330753904    ,451974.244323975    ,호프/통닭,유흥업소밀집지역
729,19910312,서울특별시 서초구 서초동 1715-2 1층 ,"서울특별시 서초구 법원로2길 14, 1층 (서초동)",평안도순대국감자탕,한식,201040.977485342    ,443517.263031779    ,한식,기타
730,19910312,서울특별시 노원구 상계동 761-1번지 상계백병원 ,"서울특별시 노원구 동일로 1342 (상계동,상계백병원)",주)백장례서비스,한식,205488.916466022    ,460701.027580932    ,한식,아파트지역
731,19910311,서울특별시 강남구 대치동 626 108호,"서울특별시 강남구 남부순환로 2917, 108호 (대치동)",페리카나치킨,분식,205154.638096613    ,443439.981644506    ,분식,아파트지역
732,19910311,서울특별시 서대문구 창천동 5-94 (지하1층) ,"서울특별시 서대문구 연세로4길 48 (창천동,(지하1층))",예스터데이,경양식,194551.341422257    ,450642.346471784    ,경양식,유흥업소밀집지역
733,19910310,서울특별시 강북구 미아동 637-182 ,서울특별시 강북구 삼양로 122 (미아동),삼양포차,기타,201910.979114151    ,456932.136731952    ,기타,주택가주변
734,19910308,서울특별시 송파구 가락동 174-12번지 ,서울특별시 송파구 오금로44길 5 (가락동),"스시, 어도락",일식,211946.425139176    ,443850.694905999    ,일식,주택가주변
735,19910308,서울특별시 영등포구 여의도동 44-34번지  호,"서울특별시 영등포구 여의대방로65길 10, 호 (여의도동)",원해장국,한식,193765.78367653     ,446354.054067636    ,한식,기타
736,19910308,서울특별시 구로구 개봉동 353-14번지 ,서울특별시 구로구 경인로 324 (개봉동),피자헛 개봉2호점,패스트푸드,187213.025109705    ,443890.774407348    ,패스트푸드,주택가주변
737,19910308,서울특별시 강서구 화곡동 873-15번지 (지상 1층) ,"서울특별시 강서구 곰달래로 174, 1층 (화곡동)",멕시칸치킨,통닭(치킨),186881.205189735    ,447630.929418633    ,통닭(치킨),주택가주변
738,19910308,서울특별시 서대문구 홍은동 9-327 ,서울특별시 서대문구 홍은중앙로 103 (홍은동),본죽 앤 비빔밥 홍은1동점,정종/대포집/소주방,195382.390800874    ,455275.983144585    ,정종/대포집/소주방,주택가주변
739,19910308,서울특별시 성북구 하월곡동 27-10번지 외1필지 (27-61) ,"서울특별시 성북구 화랑로11길 31 (하월곡동,외1필지 (27-61))",핏짜피자,패스트푸드,203642.211622754    ,455712.826276781    ,패스트푸드,주택가주변
740,19910308,서울특별시 성북구 종암동 10-184 ,서울특별시 성북구 종암로 68 (종암동),마산아구찜,한식,203092.487650792    ,454901.070448967    ,한식,주택가주변
741,19910307,서울특별시 강동구 성내동 413-7 ,서울특별시 강동구 풍성로 213 (성내동),60계치킨 서울성내점,한식,211905.595336364    ,447454.747912212    ,한식,기타
742,19910307,서울특별시 마포구 합정동 372-24번지 ,서울특별시 마포구 성지길 11 (합정동),보은식당,한식,192291.544607052    ,449541.970227153    ,한식,주택가주변
743,19910306,서울특별시 광진구 구의동 246-89 ,서울특별시 광진구 아차산로53길 9 (구의동),흑산홍어집,한식,207516.903248957    ,448383.025545663    ,한식,기타
744,19910306,서울특별시 중구 신당동 121-9번지 ,서울특별시 중구 퇴계로84길 12 (신당동),야화,분식,201598.035249663    ,451413.421653756    ,분식,주택가주변
745,19910305,서울특별시 도봉구 창동 552-13번지 1층 ,"서울특별시 도봉구 덕릉로54길 6, 1층 (창동)",묵고갈래솥뚜껑삼겹살,식육(숯불구이),203245.832205223    ,459467.698786211    ,식육(숯불구이),주택가주변
746,19910305,서울특별시 종로구 숭인동 1417-0번지 ,서울특별시 종로구 종로66길 25 (숭인동),정통삼계탕,한식,201874.482672754    ,452383.938751703    ,한식,유흥업소밀집지역
747,19910304,서울특별시 종로구 숭인동 1178-0번지 ,서울특별시 종로구 보문로5길 1 (숭인동),지하철호프,한식,201954.453030707    ,452735.716623212    ,한식,기타
748,19910302,서울특별시 금천구 시흥동 896-15 ,"서울특별시 금천구 독산로 49, 지상1층 (시흥동)",한방전주콩나물국밥 시흥점,한식,191589.19755097     ,438843.804103137    ,한식,기타
749,19910302,서울특별시 금천구 시흥동 882-43번지 지상1층 (시흥고개길 9) ,"서울특별시 금천구 시흥대로64길 9 (시흥동,지상1층 (시흥고개길 9))",오고 또 오고,한식,191172.965114095    ,439270.8583318      ,한식,기타
750,19910302,서울특별시 서대문구 창천동 52-8번지 ,서울특별시 서대문구 연세로11길 10 (창천동),막걸리 싸롱,분식,194301.973876283    ,450755.5965912      ,분식,유흥업소밀집지역
751,19910302,서울특별시 중랑구 중화동 332-105 ,서울특별시 중랑구 동일로139길 80 (중화동),충북식당,한식,206503.210723891    ,455648.692867765    ,한식,주택가주변
752,19910301,서울특별시 강남구 삼성동 119-0번지 ,서울특별시 강남구 봉은사로 478 (삼성동),사또족발,한식,204598.727206064    ,445594.572229935    ,한식,아파트지역
753,19910301,서울특별시 강서구 방화동 606-112번지 1층 ,서울특별시 강서구 방화동로 59 (방화동),이차돌 신방화점,한식,183324.680223658    ,451522.024642279    ,한식,주택가주변
754,19910228,서울특별시 성동구 행당동 292-34번지 ,"서울특별시 성동구 행당로17길 26, 1층 (행당동, 292-34)",수향식당,한식,202852.918955433    ,450936.606963365    ,한식,주택가주변
755,19910228,서울특별시 종로구 봉익동 111번지 ,서울특별시 종로구 돈화문로6나길 22 (봉익동),만미옥,한식,199335.937293364    ,452154.808967497    ,한식,기타
756,19910227,서울특별시 동작구 노량진동 297-1 ,서울특별시 동작구 노량진로6길 86 (노량진동),스카이피자,패스트푸드,194363.524537055    ,445266.826875157    ,패스트푸드,기타
757,19910227,서울특별시 용산구 청파동3가 50-1번지 ,서울특별시 용산구 청파로 273-5 (청파동3가),두리분식,분식,197310.434004659    ,449076.868680885    ,분식,학교정화(상대)
758,19910226,서울특별시 노원구 상계동 169-179번지 ,"서울특별시 노원구 한글비석로23길 2, 1층 (상계동)",피자 알볼로(상계점),기타,206213.692631753    ,462038.764860738    ,기타,주택가주변
759,19910226,서울특별시 동대문구 전농동 124-69번지 (전농로211) ,"서울특별시 동대문구 전농로 209 (전농동,(전농로211))",피자스쿨시립대점,한식,204676.933068302    ,453395.693053879    ,한식,주택가주변
760,19910225,서울특별시 강동구 길동 351-1번지 ,서울특별시 강동구 천중로 216 (길동),완도집,한식,212680.903682989    ,448720.810377943    ,한식,주택가주변
761,19910225,서울특별시 송파구 문정동 150-35번지 ,"서울특별시 송파구 송파대로27길 30, 지상1층 (문정동)",아리산,중국식,210157.982848801    ,443191.865894673    ,중국식,주택가주변
762,19910225,서울특별시 영등포구 영등포동8가 45-24번지 1층 ,,친정집 푸줏간,한식,,,한식,기타
763,19910225,서울특별시 종로구 명륜3가 53-0번지 ,,곰돌이,분식,199554.074424085    ,453721.462706742    ,분식,학교정화(상대)
764,19910221,서울특별시 종로구 종로5가 138-9번지 ,서울특별시 종로구 종로32길 5 (종로5가),나주댁육회,한식,199994.603050294    ,452036.931243466    ,한식,기타
765,19910220,서울특별시 서초구 서초동 1556-1 락앤락 ,"서울특별시 서초구 서초대로46길 25, 창영빌딩 B1층 (서초동)",서귀포 오분작 뚝배기,한식,200849.093958804    ,443246.270139904    ,한식,주택가주변
766,19910220,서울특별시 서초구 반포동 704-7번지 1층 ,"서울특별시 서초구 신반포로 326-10 (반포동,1층)",교바시,분식,201649.126385045    ,445308.271173165    ,분식,주택가주변
767,19910220,서울특별시 도봉구 쌍문동 716-21번지 ,서울특별시 도봉구 방학로3길 89 (쌍문동),한중관,중국식,203429.194716163    ,461847.668003303    ,중국식,주택가주변
768,19910220,서울특별시 성북구 하월곡동 96-147 ,서울특별시 성북구 화랑로 57 (하월곡동),산촌기사식당,한식,203348.929007688    ,455613.093965613    ,한식,기타
769,19910213,서울특별시 서초구 서초동 1567-7 1층 ,"서울특별시 서초구 서초대로50길 66, 1층 (서초동)",치킨24,호프/통닭,201117.488550458    ,443133.622830963    ,호프/통닭,주택가주변
770,19910213,서울특별시 관악구 봉천동 1628-28번지 지상1층 ,"서울특별시 관악구 낙성대로 13, 1층 (봉천동)",푸다기,한식,196348.112251223    ,441671.2064751      ,한식,주택가주변
771,19910213,서울특별시 영등포구 대림동 1031-1번지 ,서울특별시 영등포구 디지털로54길 3 (대림동),옛날가마솥추어탕,한식,191240.471806378    ,443148.405484345    ,한식,주택가주변
772,19910212,서울특별시 강동구 성내동 38-3번지 ,서울특별시 강동구 천호옛길 84 (성내동),와요,호프/통닭,211032.995105576    ,448217.176805293    ,호프/통닭,기타
773,19910212,서울특별시 구로구 가리봉동 115-109번지 ,서울특별시 구로구 디지털로27길 47 (가리봉동),사천성,중국식,190315.776782295    ,442390.113597544    ,중국식,주택가주변
774,19910212,서울특별시 은평구 갈현동 406-2 1층 ,"서울특별시 은평구 통일로85길 7-1, 1층 (갈현동)",오늘돼지,통닭(치킨),192768.547912926    ,457731.875849203    ,통닭(치킨),주택가주변
775,19910211,서울특별시 강남구 역삼동 829-10번지 ,서울특별시 강남구 역삼로7길 6 (역삼동),파파치킨,통닭(치킨),202883.171481606    ,443591.890478788    ,통닭(치킨),유흥업소밀집지역
776,19910211,서울특별시 마포구 서교동 358-46 ,"서울특별시 마포구 와우산로21길 34, 지하1층 (서교동)",젠,호프/통닭,193052.920262645    ,450032.520124617    ,호프/통닭,주택가주변
777,19910208,서울특별시 용산구 이촌동 302-64번지 (지상1층) ,"서울특별시 용산구 이촌로64길 61 (이촌동,(지상1층))",시실리부엌,한식,197073.622764863    ,446427.456797311    ,한식,아파트지역
778,19910207,서울특별시 동대문구 신설동 15 (한빛길48) ,"서울특별시 동대문구 한빛로 32-1 (신설동,(한빛길48))",북경중화요리,중국식,202266.360179794    ,452863.437991252    ,중국식,주택가주변
779,19910206,서울특별시 양천구 신정동 326 목동12단지 비상가 207호,"서울특별시 양천구 목동동로 50, 207호 (신정동,목동12단지 비상가)",중국성,중국식,187652.903985452    ,445655.04439912     ,중국식,아파트지역
780,19910205,서울특별시 강남구 대치동 956-21 ,서울특별시 강남구 삼성로84길 32 (대치동),어방참치,일식,205252.75944278     ,444853.827479557    ,일식,기타
781,19910205,서울특별시 영등포구 대림동 993-56번지 ,서울특별시 영등포구 시흥대로 611 (대림동),유미식당,한식,191483.940879752    ,442782.832508026    ,한식,주택가주변
782,19910204,서울특별시 광진구 군자동 466-3 ,서울특별시 광진구 천호대로102길 9 (군자동),피플한정식,통닭(치킨),206491.222568663    ,450693.012109678    ,통닭(치킨),주택가주변
783,19910202,서울특별시 은평구 녹번동 117-71번지 ,서울특별시 은평구 통일로63길 1 (녹번동),갈비마을,한식,193897.447323348    ,456175.914585538    ,한식,주택가주변
